,Dealer_Code,Dealer_Name,dealer_district,dealer_type,dealer_taluka,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Sales_Pattern_Overall,Target_Pattern_Overall,Achieved_Type,Predicted_Target_R,Percentage_PT_Dist,Category_Overall,new_market_potential,AP_12,NORM_counter_market_ratio,NORM_sales_by_counter_3M,AVG_SALES-N,MarketSizePer1000_N,Code,Dealer Name,CS,AP,MP,Status,Predicted_Target,MPA,SOB,AP_normalized,Score,Tier,Incentive_per_Ton_linear,Incentive_per_Ton_exponential,Final_Incentive,Perfomance_Bonus,Predicted_Incentive
223,SIPA502,Vijaya Hardwares And Paints,Chittoor,Non-Exclusive,Chandragiri,0,6,7,5,5,6,12,14,10,10,0,0,6,5,5,6,6,6,12,12,10,10,10,10,HHHHLL,AANANN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,63.0,1.3590277777777777,0.000407037187791551,0.00032381202525668697,0.002497340602353567,0.00196192909478841,SIPA502,Vijaya Hardwares And Paints,31.3,8.0,50.0,Non-Exclusive,15.0,49.682539682539684,19.81629392971246,2.9395626355671234,15.663504303790704,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
224,SIPA504,Sri Lakshmi Prasanna Enterprises,Guntur,Non-Exclusive,Nekarikallu,0,10,0,15,0,10,12,0,0,0,12,0,8,10,10,10,12,12,10,10,10,10,12,10,HLLLHL,ANNNAN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,52.5,28.710277777777776,1.4814820301785297e-06,0.7499994665221298,0.10150588391729273,0.04535243971308271,SIPA504,Sri Lakshmi Prasanna Enterprises,40.8,6.0,50.0,Non-Exclusive,15.0,77.71428571428571,11.826661220043574,2.2678406672239513,19.268893787200227,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
225,SIPA508,Sri Vinayaka Agencies,Chittoor,Non-Exclusive,Yerpedu,11,0,4,0,6,6,11,11,10,0,10,5,6,5,5,5,5,5,12,12,10,10,10,10,HHHLHL,NNANAN,Low Achievement,15,0.0012427506213753107,Emerging Performer,42.0,3.1512500000000006,0.0003329630862826245,0.00022680430598949323,0.004562529087161758,0.003288129555118773,SIPA508,Sri Vinayaka Agencies,11.6,6.0,40.0,Non-Exclusive,15.0,27.61904761904762,48.18726053639847,2.6406883592127386,16.745674646616862,Tier 4,1500.0,1110.0,1110.0,0.0,16650.0
226,SIPA514,L R K Enterprises,Anantapur,Non-Exclusive,Anantapur,0,10,13,0,0,0,11,0,10,0,10,0,10,5,5,5,5,5,10,10,10,10,10,10,HLHLHL,ANANNN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,2500.0,12.046666666666665,0.00038234582062190883,0.002457620890179536,0.04985539525297521,0.005250066950283057,SIPA514,L R K Enterprises,31.5,4.0,2500.0,Non-Exclusive,15.0,1.26,12.6358024691358,1.8557030658322755,3.892582333326526,Tier 6,,,,,
227,SIPA515,Vijayalakshmi Iron Stores,Krishna,Non-Exclusive,Gudivada,25,16,17,21,0,21,12,13,11,0,12,12,12,15,12,20,24,24,10,10,10,10,12,12,LLLLHH,AAANAA,High Achievement,15,0.0012427506213753107,Target-Oriented Performer,420.0,0.0,0.03333297530850937,0.0001608390568878015,0.0,,SIPA515,Vijayalakshmi Iron Stores,100.0,14.0,400.0,Non-Exclusive,15.0,23.809523809523807,13.283333333333333,6.393145672080997,11.254458831820028,Tier 5,1333.0,952.0,952.0,0.0,14280.0
228,SIPA516,Sai Rama Steel Corporation,Guntur,Non-Exclusive,Pedanandipadu,16,13,15,11,12,0,12,12,30,16,17,15,6,8,8,10,12,12,10,10,10,10,15,15,HHHHHH,AAAAAN,High Achievement,20,0.0016570008285004142,Consistently Strong Performer,84.0,40.7125,5.0423299098576386e-05,0.0012856435617909128,0.14481251246592647,0.052769515044649495,SIPA516,Sai Rama Steel Corporation,30.3,10.0,70.0,Non-Exclusive,20.0,36.07142857142857,37.04803813714704,5.389491710506527,17.857588368019037,Tier 3,1667.0,1323.0,1349.0,26.0,26980.0
229,SIPA518,Sri Kanakadurga Steel Traders,Prakasam,Non-Exclusive,Kondepi,11,6,21,0,0,7,0,8,0,9,10,0,6,10,10,7,7,7,10,10,10,10,10,10,LHLHHL,NNNNNN,No Achievement,0,0.0,Fluctuating Performer,63.0,17.495,0.00012824180573872335,0.0003676893628944638,0.08015590718702213,0.03188976957130448,SIPA518,Sri Kanakadurga Steel Traders,27.8,6.0,60.0,Non-Exclusive,0.0,44.12698412698413,19.21362909672262,2.5195670522948697,14.179862876118271,Tier 4,1500.0,1110.0,1110.0,0.0,0.0
230,SIPA519,Padmaja Enterprises,Krishna,Non-Exclusive,Vuyyuru,5,3,10,5,0,0,5,0,0,4,0,0,5,5,5,5,5,5,10,10,10,10,12,12,HLLHLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,210.0,0.0,0.0003170900645307117,0.00020244917647134673,0.0,0.00630114866845227,SIPA519,Padmaja Enterprises,81.0,3.0,200.0,Non-Exclusive,0.0,38.57142857142858,2.7801783264746227,1.012731285470998,8.877960150863238,Tier 6,,,,,
231,SIPA521,Bhagavan Traders,Chittoor,Non-Exclusive,Ramasamudram,0,6,0,5,6,8,10,9,0,5,9,0,10,5,5,6,6,6,10,10,10,10,10,10,HHLLHL,ANNNNN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,52.5,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA521,Bhagavan Traders,16.3,6.0,50.0,Non-Exclusive,15.0,31.04761904761905,27.980572597137016,2.1388613784255046,13.088955156006518,Tier 5,1333.0,952.0,952.0,0.0,14280.0
232,SIPA522,Sri Srinivasa Trading,East Godavari,Non-Exclusive,Rajahmundry,0,0,0,12,0,13,27,28,29,23,25,25,15,20,20,12,20,12,20,20,20,20,25,25,HHHHHH,AAAAAA,High Achievement,35,0.002899751449875725,Consistently Strong Performer,1575.0,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPA522,Sri Srinivasa Trading,55.9,13.0,2000.0,Non-Exclusive,35.0,3.549206349206349,27.29427549194991,7.356019417344192,10.582308018637768,Tier 5,1333.0,952.0,971.0,19.0,33980.0
233,SIPA523,Sri Lakshmi Durga Agencies,West Godavari,Non-Exclusive,Eluru,0,0,0,12,10,5,16,21,13,3,0,2,10,12,12,12,10,12,10,10,10,10,12,12,HHHLLL,AAANNN,Moderate Achievement,20,0.0016570008285004142,Momentum Gainer,735.0,30.843333333333334,0.0003377940059462502,0.0027128040086405844,0.17132338275380624,0.016733640818796837,SIPA523,Sri Lakshmi Durga Agencies,108.4,11.0,400.0,Non-Exclusive,20.0,14.748299319727892,6.223093480934808,3.2045663003672926,6.1170183403529155,Tier 6,,,,,
234,SIPA524,Yamani Steel And Cements,Anantapur,Non-Exclusive,Kadiri,0,0,5,5,0,0,10,10,0,11,7,10,5,5,5,5,5,5,10,10,10,10,10,10,HHLHHH,ANNANN,Low Achievement,15,0.0012427506213753107,Emerging Performer,231.0,0.0,6.312171650010664e-05,0.0038440281420246128,0.0,0.002682399639648367,SIPA524,Yamani Steel And Cements,62.3,5.0,180.0,Non-Exclusive,15.0,26.969696969696965,7.72338148742643,2.261202027359325,8.295336907840275,Tier 6,,,,,
235,SIPA525,Heman Steels,Nellore,Non-Exclusive,Gudur,22,10,0,20,0,19,12,20,0,13,12,12,5,12,12,12,20,20,12,12,20,20,20,12,HHLHHL,AANNNN,Low Achievement,15,0.0012427506213753107,Emerging Performer,231.0,15.429166666666667,0.00016894186151285878,0.002911625219962626,0.0962868160361678,0.011615189306666513,SIPA525,Heman Steels,41.5,12.0,100.0,Non-Exclusive,15.0,17.965367965367964,23.612449799196785,4.693789349182972,11.131837162422734,Tier 5,1333.0,952.0,952.0,0.0,14280.0
236,SIPA528,Sri Maha Ganapathi Steel Corporation,West Godavari,Non-Exclusive,Eluru,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,HHHHHL,AAAAAA,High Achievement,0,0.0,Consistently Strong Performer,735.0,13.155000000000001,0.0001980424013913656,0.00404645772378807,0.07988165680473372,0.007916751837381188,,,,,,,,,,,,,,,,,
237,SIPA536,Sri Sai Raghavendra Agencies,Prakasam,Non-Exclusive,Donakonda,12,0,12,0,0,0,12,12,12,11,12,12,10,6,6,6,6,6,10,10,10,10,12,12,HHHHHH,AAAANA,High Achievement,15,0.0012427506213753107,Consistently Strong Performer,84.0,21.757500000000004,0.0005225056401437011,0.0032030011331069964,0.0692773086895818,0.008093986169842672,SIPA536,Sri Sai Raghavendra Agencies,11.6,6.0,80.0,Non-Exclusive,15.0,13.80952380952381,61.22844827586207,3.3785257613097364,17.03470987386302,Tier 3,1667.0,1323.0,1349.0,26.0,20240.0
238,SIPA538,Siva Enterprises,Anantapur,Non-Exclusive,Muddigubba,0,7,0,0,0,6,7,0,0,11,0,10,0,5,5,5,5,5,10,10,10,10,10,10,HLLHLH,NNNANN,Low Achievement,15,0.0012427506213753107,Fluctuating Performer,52.5,0.0,1.1413458497803977e-06,0.0192286763560474,0.0,0.03442409210438423,SIPA538,Siva Enterprises,10.0,2.0,35.0,Non-Exclusive,15.0,19.047619047619047,28.913888888888888,1.3246118766622004,10.387068713298907,Tier 5,1333.0,952.0,952.0,0.0,14280.0
239,SIPT001,Meghraj Omprakash,Adilabad,Non-Exclusive,Adilabad,25,29,52,42,51,40,35,30,51,30,0,30,50,30,35,40,50,40,45,45,50,50,50,30,LLHLLL,NNANNN,Low Achievement,40,0.0033140016570008283,Consistently Weak Performer,1000.0,17.075,2.1851859945133313e-05,0.071426589939339,0.07058207565986305,0.014413197665206094,SIPT001,Meghraj Omprakash,510.3,42.0,1000.0,Non-Exclusive,40.0,51.03,6.782774838330393,16.79616530484228,21.64025415057145,Tier 2,1833.0,1611.0,1611.0,0.0,64440.0
240,SIPT008,Raj Trading Co.,Mancherial,Exclusive,Mancherial,44,97,112,67,73,74,87,85,68,31,64,45,125,80,80,100,100,100,100,100,110,110,80,60,HLLLLL,NNNNNN,No Achievement,50,0.004142502071251036,Consistently Weak Performer,800.0,8.850833333333332,5.4051418356156454e-05,0.0041187540029893055,0.057891762515790174,0.016573953002460583,SIPT008,Raj Trading Co.,401.7,83.0,800.0,Exclusive,50.0,50.21249999999999,17.571570823998005,34.34127757237133,34.1615807082224,Tier 1,2000.0,2000.0,2000.0,0.0,100000.0
241,SIPT010,Sri Laxmi Narasimhaswamy Iron And Steel,Nirmal,Non-Exclusive,Nirmal,25,39,51,68,42,48,42,20,50,51,35,30,50,30,35,40,50,40,40,40,50,50,50,30,LLHHLL,ANNANA,Moderate Achievement,45,0.003728251864125932,Fluctuating Performer,800.0,10.707500000000001,8.164024187733827e-05,0.003313523031196241,0.06312745163220532,0.021376514631551304,SIPT010,Sri Laxmi Narasimhaswamy Iron And Steel,75.1,45.0,800.0,Non-Exclusive,45.0,9.3875,55.61029738126941,20.2838899178028,25.16989342693556,Tier 2,1833.0,1611.0,1611.0,0.0,72500.0
242,SIPT014,Jairaj Steel Distributors,Hyderabad,Non-Exclusive,Balkampet,109,99,105,124,84,84,87,81,43,71,100,52,150,120,120,120,130,130,150,150,150,150,100,100,LLLLHL,NNNNNN,No Achievement,75,0.006213753106876553,Consistently Weak Performer,3000.0,3.1623055555555553,8.428574550265707e-05,0.0001775932872808645,0.006013562927996809,0.021376514631551304,SIPT014,Jairaj Steel Distributors,45.9,94.0,3000.0,Non-Exclusive,75.0,1.53,100.0,42.15400831591255,45.59840498954753,Tier 1,2000.0,2000.0,2000.0,0.0,150000.0
243,SIPT017,Dwaraka Steels,Medchal - Malkajgiri,Non-Exclusive,Boduppal,0,0,0,0,0,0,0,0,0,0,14,29,0,0,0,0,0,0,0,0,0,0,10,10,HHHHHH,AAAANN,Moderate Achievement,0,0.0,Consistently Strong Performer,600.0,15.155277777777776,0.00012986980796968875,0.0019906961680555466,0.08999567847882456,0.031685704169197276,,,,,,,,,,,,,,,,,
244,SIPT020,Srinivasa Steel Traders (C),Rangareddy,Non-Exclusive,Champapet,26,9,26,25,25,20,30,30,20,0,20,20,40,20,20,20,20,20,30,30,30,30,30,20,HHLLLL,ANNNNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,600.0,0.0,0.022221860082170402,0.0003183795929777241,0.0,,SIPT020,Srinivasa Steel Traders (C),333.4,26.0,600.0,Non-Exclusive,25.0,55.56666666666666,6.2749950009998,10.118235530813449,18.439273652021363,Tier 3,1667.0,1323.0,1323.0,0.0,33080.0
245,SIPT026,Sri Rama Steel Agencies,Rangareddy,Non-Exclusive,Hayath Nagar,15,35,26,25,27,29,38,30,41,39,50,49,50,25,25,25,40,40,30,30,30,30,35,40,HLHHHH,ANAAAA,High Achievement,55,0.004556752278376139,Consistently Strong Performer,1500.0,0.0,0.0011107411521263527,0.0192286763560474,0.0,,SIPT026,Sri Rama Steel Agencies,33.7,29.0,1000.0,Non-Exclusive,55.0,2.246666666666667,99.95796241345201,16.344195864262844,30.24744333458144,Tier 1,2000.0,2000.0,2040.0,40.0,112200.0
246,SIPT031,Srinivasa Steel Traders (H),Medchal - Malkajgiri,Non-Exclusive,Kukatpally,36,26,40,60,58,32,59,51,37,50,54,59,70,45,50,50,60,60,50,50,50,50,50,60,HHLHHH,AANNAN,Moderate Achievement,60,0.004971002485501243,Emerging Performer,2500.0,24.97,0.0002575662329610386,0.002556471746430431,0.14544411940695431,0.0168899270334946,SIPT031,Srinivasa Steel Traders (H),333.4,50.0,2500.0,Non-Exclusive,60.0,13.335999999999999,14.031693661267747,22.73151579115652,19.112448206947462,Tier 3,1667.0,1323.0,1323.0,0.0,79380.0
247,SIPT035,Nagarjuna Steel Enterprises,Rangareddy,Non-Exclusive,Narsingi,69,55,54,40,43,40,36,37,26,15,35,45,80,40,50,60,60,60,60,60,60,60,60,40,LLLLHH,NNNNNA,Low Achievement,35,0.002899751449875725,Consistently Weak Performer,800.0,11.254166666666668,0.00021656092676859722,0.0022400233394415194,0.08308955521574364,0.015086195801417554,SIPT035,Nagarjuna Steel Enterprises,16.6,42.0,800.0,Non-Exclusive,35.0,2.075,100.0,20.06196967089959,32.452181802539755,Tier 1,2000.0,2000.0,2000.0,0.0,70000.0
248,SIPT042,Baheti Steels,Rangareddy,Non-Exclusive,Saroornagar,10,22,13,40,15,25,12,33,0,18,18,44,40,25,20,20,20,20,30,30,30,30,30,25,LHLLHH,NANNNA,Low Achievement,30,0.0024855012427506215,Fluctuating Performer,2000.0,0.0,1.2576317234207848e-06,0.0192286763560474,0.0,0.033277335800064964,SIPT042,Baheti Steels,30.8,23.0,2000.0,Non-Exclusive,30.0,1.54,67.91125541125541,10.116203294120199,19.959973058723204,Tier 3,1667.0,1323.0,1323.0,0.0,39690.0
249,SIPT044,Mahalaxmi Steels,Medchal - Malkajgiri,Exclusive,Suraram,20,42,27,51,10,21,50,52,28,16,27,14,40,40,50,50,50,40,50,50,50,50,50,30,HHLLLL,NANNNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,250.0,0.0,0.00013190481075839552,0.0004252174277973268,0.0,0.0056734580383528375,SIPT044,Mahalaxmi Steels,74.5,35.0,250.0,Exclusive,25.0,29.799999999999997,39.92281879194631,14.420887057768365,22.59709599305028,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
250,SIPT047,Mallikarjuna Steel Traders,Medchal - Malkajgiri,Non-Exclusive,Neredmet,79,72,78,84,81,81,74,76,52,40,62,42,140,80,120,120,120,120,110,110,110,110,110,90,LLLLLL,NNNNNN,No Achievement,50,0.004142502071251036,Consistently Weak Performer,500.0,0.0,0.027777417695339885,0.0002542768920859625,0.0,,SIPT047,Mallikarjuna Steel Traders,42.6,79.0,600.0,Non-Exclusive,50.0,8.52,100.0,33.33166238316333,41.70299742989799,Tier 1,2000.0,2000.0,2000.0,0.0,100000.0
251,SIPT056,Mahalakshmi Iron & Hardware Merchants,Karimnagar,Exclusive,Jammikunta,61,61,0,72,61,31,61,60,50,51,26,40,75,60,60,60,60,60,60,60,50,50,50,50,HHHLLL,AAAANN,Moderate Achievement,45,0.003728251864125932,Target-Oriented Performer,400.0,55.90166666666667,0.00010496300183814882,0.0007059224312114228,0.23715178512067014,0.1247082622046274,SIPT056,Mahalakshmi Iron & Hardware Merchants,15.7,48.0,400.0,Exclusive,45.0,3.925,100.0,23.287129303091845,34.75727758185511,Tier 1,2000.0,2000.0,2000.0,0.0,90000.0
252,SIPT061,Shiva Sai Iron & Hardware,Peddapalli,Non-Exclusive,Manthani,10,0,0,0,0,0,0,0,0,0,12,0,0,0,0,10,10,0,0,0,0,0,0,0,LHHHHL,AAAAAA,High Achievement,0,0.0,Consistently Strong Performer,2000.0,26.8075,3.60740874348472e-05,0.0019763445111041513,0.13642709926201715,0.1247082622046274,,,,,,,,,,,,,,,,,
253,SIPT067,Ramakrishna Agencies,Rajanna Sircilla,Non-Exclusive,Sircilla,27,18,58,20,19,20,27,12,16,31,30,12,25,20,25,25,25,20,30,30,20,20,25,25,LLLHHL,NNNAAN,Low Achievement,30,0.0024855012427506215,Consistently Weak Performer,400.0,12.420000000000002,0.00014777783251030834,0.002825926421978987,0.08356326042151455,0.006546544240507018,SIPT067,Ramakrishna Agencies,30.7,26.0,400.0,Non-Exclusive,30.0,7.675,78.46634093376763,11.663548312362906,24.226397174171268,Tier 2,1833.0,1611.0,1611.0,0.0,48330.0
254,SIPT071,Sri Kanakadurga Steel Syndicate,Khammam,Non-Exclusive,Kalluru,0,14,0,13,16,0,0,15,15,10,0,10,20,0,10,20,15,10,10,10,10,10,10,10,LHHHLH,NAANNA,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,36.75,8.855,0.00026947099927497327,5.950330091484068e-05,0.026893158699554554,0.026778710828622022,SIPT071,Sri Kanakadurga Steel Syndicate,186.9,7.0,150.0,Non-Exclusive,15.0,100.0,4.090868557160691,3.643529426109906,23.00429136709808,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
255,SIPT077,Kinnera Agencies,Bhadradri Kothagudem,Non-Exclusive,Palvancha,25,20,30,11,0,10,0,20,25,0,0,12,25,15,15,20,20,20,20,20,20,20,20,20,LHHLLH,NNANNN,Low Achievement,25,0.002071251035625518,Fluctuating Performer,380.0,0.6859722222222223,4.498112021220627e-05,0.00020029567028237376,0.0035583294550450995,0.0353398714266367,SIPT077,Kinnera Agencies,33.5,12.0,380.0,Non-Exclusive,25.0,8.81578947368421,38.134328358208954,6.14521279550415,13.077151243681124,Tier 5,1333.0,952.0,952.0,0.0,23800.0
256,SIPT080,Sri Sri Sri Venkata Sai Rama Iron Syndicate,Khammam,Non-Exclusive,Wyra,0,10,50,15,20,0,23,23,0,20,9,0,20,20,20,20,20,10,22,22,20,20,25,20,HHLHLL,AANANN,Moderate Achievement,30,0.0024855012427506215,Fluctuating Performer,65.0,0.0,0.00014072315617612486,0.0006388930974365321,0.0,0.0031497525144459403,SIPT080,Sri Sri Sri Venkata Sai Rama Iron Syndicate,92.1,22.0,65.0,Non-Exclusive,30.0,100.0,15.388165038002171,6.826824982421152,27.173727997053124,Tier 1,2000.0,2000.0,2000.0,0.0,60000.0
257,SIPT083,Jayalaxmi Cement Hardware & Electricals,Wanaparthy,Exclusive,Atmakur,10,35,44,46,25,24,31,32,35,36,36,10,30,25,25,25,25,25,30,30,35,35,35,30,HLHHHL,AANAAN,Moderate Achievement,40,0.0033140016570008283,Consistently Strong Performer,157.5,7.324166666666667,0.0001980424013913656,0.00012958396706363168,0.019230769230769232,0.0168899270334946,SIPT083,Jayalaxmi Cement Hardware & Electricals,202.5,34.0,60.0,Exclusive,40.0,100.0,14.97366255144033,14.703367958130508,31.81675328516637,Tier 1,2000.0,2000.0,2040.0,40.0,81600.0
258,SIPT089,Balaji Traders (K),Nagarkurnool,Non-Exclusive,Kollapur,0,10,0,20,11,0,0,13,0,0,11,0,20,10,10,10,10,10,10,10,10,10,10,15,LHLLHL,NANNAN,Low Achievement,15,0.0012427506213753107,Consistently Weak Performer,40.0,26.924166666666668,0.0003615345254360676,0.0006688555185248474,0.18763712519114423,0.1033253298438462,SIPT089,Balaji Traders (K),37.2,7.0,40.0,Non-Exclusive,15.0,93.0,14.473566308243727,2.540431349012265,23.01897207105611,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
259,SIPT090,Pragathi Traders,Wanaparthy,Non-Exclusive,Kothakota,22,18,6,0,19,0,11,11,10,12,11,10,25,15,15,15,15,15,20,20,10,10,10,10,HHHHHH,NNAAAN,Moderate Achievement,15,0.0012427506213753107,Emerging Performer,50.0,22.103333333333335,8.730917821730711e-05,0.001066244436714943,0.10952562994481752,0.03442409210438423,SIPT090,Pragathi Traders,101.8,8.0,50.0,Non-Exclusive,15.0,100.0,10.677799607072691,5.2160741793489525,25.26520442902391,Tier 2,1833.0,1611.0,1611.0,0.0,24160.0
260,SIPT092,Quadeeriya Traders,Mahabubnagar,Non-Exclusive,Marikal,0,23,48,35,39,0,35,15,17,17,34,24,45,35,25,30,40,30,40,40,35,35,35,25,HLLLHH,NNNNNN,No Achievement,25,0.002071251035625518,Declining Performer,80.0,14.072499999999998,0.00016717819242931289,0.002904849035936012,0.08795126653812911,0.005515300565893322,SIPT092,Quadeeriya Traders,101.8,29.0,80.0,Non-Exclusive,25.0,100.0,23.59610347085789,11.630219630593562,31.697352472527715,Tier 1,2000.0,2000.0,2000.0,0.0,50000.0
261,SIPT095,Bhagvathi Sanitary & Hardware,Wanaparthy,Exclusive,Pebbair,21,0,17,26,20,17,22,13,20,19,14,0,30,20,15,15,20,20,25,25,20,20,20,20,HLHLLL,NNANNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,75.0,101.30083333333334,6.904764462082076e-05,0.0033439535346854402,0.5411126254903265,0.13350842264972207,SIPT095,Bhagvathi Sanitary & Hardware,16.3,19.0,75.0,Exclusive,25.0,21.733333333333334,96.97341513292432,7.623868213514914,28.315670621360482,Tier 1,2000.0,2000.0,2000.0,0.0,50000.0
262,SIPT098,Sohail Iron & Hardware,Mahabubnagar,Non-Exclusive,Shanthinagar,12,27,12,0,25,27,0,10,0,10,10,20,30,20,20,20,20,25,25,25,20,20,20,20,LLLHLH,NNNNNN,No Achievement,15,0.0012427506213753107,Consistently Weak Performer,80.0,6.151944444444445,0.00024654330118887695,0.0005320552626169294,0.015607339937504157,0.0023085173398103083,SIPT098,Sohail Iron & Hardware,23.0,12.0,80.0,Non-Exclusive,15.0,28.749999999999996,55.297101449275374,6.117574376475913,20.479964915740624,Tier 3,1667.0,1323.0,1323.0,0.0,19840.0
263,SIPT099,Shiva Shankar Traders,Wanaparthy,Non-Exclusive,Wanaparthi,0,30,40,27,0,11,0,0,20,0,5,0,25,30,30,35,40,30,20,20,20,20,22,20,LLHLLL,NNNNNN,No Achievement,20,0.0016570008285004142,Consistently Weak Performer,250.0,19.787499999999998,0.00013507941510877808,0.003962981607596954,0.08457715577421714,0.017337506709229,SIPT099,Shiva Shankar Traders,60.7,13.0,250.0,Non-Exclusive,20.0,24.28,18.220757825370676,5.308744172561282,11.685398068610905,Tier 5,1333.0,952.0,952.0,0.0,19040.0
264,SIPT105,Medak Steel Corporation,Medak,Non-Exclusive,Ramachandrapuram,20,21,34,37,12,27,0,32,6,10,12,12,20,15,20,20,20,20,20,20,20,20,25,20,LHLLLL,NANNNN,Low Achievement,25,0.002071251035625518,Consistently Weak Performer,350.0,5.560833333333334,0.0006186774778170552,0.00020509464743624886,0.029909912904727075,0.054072097513459975,SIPT105,Medak Steel Corporation,510.3,24.0,350.0,Non-Exclusive,25.0,100.0,3.6398523744202764,8.973679825173454,26.11217836998813,Tier 2,1833.0,1611.0,1611.0,0.0,40280.0
265,SIPT109,Siddeshwara Traders,Yadadri Bhuvanagiri,Non-Exclusive,Bhongir,32,30,0,30,30,15,31,30,35,0,31,0,30,30,30,30,25,30,30,30,30,30,35,30,HHHLHL,ANANNN,Low Achievement,35,0.002899751449875725,Emerging Performer,450.0,3.6583333333333337,0.00019857150211642936,0.000315730721040048,0.02565487667043415,0.00903271361636139,SIPT109,Siddeshwara Traders,90.7,23.0,450.0,Non-Exclusive,35.0,20.15555555555556,23.887663849075093,10.481734934013275,15.097684841334095,Tier 4,1500.0,1110.0,1110.0,0.0,38850.0
266,SIPT111,Jagannadh Traders,Yadadri Bhuvanagiri,Non-Exclusive,Choutuppal,31,30,30,30,0,30,41,30,30,10,30,25,30,30,30,30,30,30,40,40,40,40,40,40,HHHLHL,ANNNNN,Low Achievement,35,0.002899751449875725,Emerging Performer,400.0,6.949166666666667,0.00015835984701158354,0.004271379481303023,0.034588790638920286,0.0021731329454706817,SIPT111,Jagannadh Traders,24.4,27.0,400.0,Non-Exclusive,35.0,6.1,100.0,12.80972980735751,28.905837884414503,Tier 1,2000.0,2000.0,2000.0,0.0,70000.0
267,SIPT113,Srinivasa Steel Syndicate,Suryapet,Non-Exclusive,Kodad,47,39,0,56,75,51,65,25,31,35,24,0,25,30,20,50,40,50,45,45,35,35,40,30,HLLLLL,ANNANN,Low Achievement,35,0.002899751449875725,Consistently Weak Performer,375.0,5.831666666666666,2.8856339543862022e-06,0.03845948662357588,0.01910610996609268,0.05173365838545728,SIPT113,Srinivasa Steel Syndicate,82.2,45.0,375.0,Non-Exclusive,35.0,21.92,45.44505271695052,18.134189943679946,24.353524509598074,Tier 2,1833.0,1611.0,1611.0,0.0,56380.0
268,SIPT116,Maruthi Venkateshwara Traders,Nalgonda,Non-Exclusive,Miryalaguda,0,17,18,21,0,0,0,0,0,11,0,0,30,10,15,15,15,20,15,15,10,10,10,10,LLLLLL,NNNNNN,No Achievement,0,0.0,Consistently Weak Performer,450.0,15.834166666666667,2.512266442734565e-05,0.0023023846742971227,0.09375207765441128,0.11045376809677661,SIPT116,Maruthi Venkateshwara Traders,17.0,6.0,450.0,Non-Exclusive,0.0,3.7777777777777777,27.3545751633987,2.182486726107332,7.535962623899695,Tier 6,,,,,
269,SIPT120,Svs Enterprises,Nalgonda,Non-Exclusive,Nalgonda,10,11,31,0,20,15,20,19,0,0,25,0,30,20,20,25,25,30,20,20,20,20,25,10,HHLLHL,NNNNAN,Low Achievement,25,0.002071251035625518,Fluctuating Performer,800.0,0.0,5.253970199883142e-05,0.00021890988469740435,0.0,0.02315750538149244,SIPT120,Svs Enterprises,68.9,18.0,800.0,Non-Exclusive,25.0,8.6125,18.34784712143202,6.08018122132006,9.04017815707844,Tier 6,,,,,
270,SIPT121,Mathaji Steel Cement Syndicate,Nalgonda,Exclusive,Nalgonda,35,20,61,38,0,30,41,40,30,40,30,0,35,30,30,40,40,25,40,40,35,35,40,30,HHLHLL,AANANN,Moderate Achievement,40,0.0033140016570008283,Fluctuating Performer,800.0,0.0,0.0002818166828597943,0.0007991498496659361,0.0,0.0011508482494231261,SIPT121,Mathaji Steel Cement Syndicate,17.0,35.0,800.0,Exclusive,40.0,2.125,100.0,14.755799664816427,29.278479798889855,Tier 1,2000.0,2000.0,2000.0,0.0,80000.0
