Dealer_Code,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,CS,Region,dealer_status,market_potential,Apr_2223_sales,May_2223_sales,Jun_2223_sales,Jul_2223_sales,Aug_2223_sales,Sep_2223_sales,Oct_2223_sales,Nov_2223_sales,Dec_2223_sales,Jan_2223_sales,Feb_2223_sales,Mar_2223_sales,Apr_2324_sales,May_2324_sales,Jun_2324_sales,Jul_2324_sales,Aug_2324_sales,Sep_2324_sales,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2425_sales,Mar_2425_sales,Apr_2223_Target,May_2223_Target,Jun_2223_Target,Jul_2223_Target,Aug_2223_Target,Sep_2223_Target,Oct_2223_Target,Nov_2223_Target,Dec_2223_Target,Jan_2223_Target,Feb_2223_Target,Mar_2223_Target,Apr_2324_Target,May_2324_Target,Jun_2324_Target,Jul_2324_Target,Aug_2324_Target,Sep_2324_Target,Oct_2324_Target,Nov_2324_Target,Dec_2324_Target,Jan_2324_Target,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Feb_2425_Target,Mar_2425_Target,Apr_2223_counter,May_2223_counter,Jun_2223_counter,Jul_2223_counter,Aug_2223_counter,Sep_2223_counter,Oct_2223_counter,Nov_2223_counter,Dec_2223_counter,Jan_2223_counter,Feb_2223_counter,Mar_2223_counter,Apr_2324_counter,May_2324_counter,Jun_2324_counter,Jul_2324_counter,Aug_2324_counter,Sep_2324_counter,Oct_2324_counter,Nov_2324_counter,Dec_2324_counter,Jan_2324_counter,Feb_2324_counter,Mar_2324_counter
SIPT035,Nagarjuna Steel Enterprises,Rangareddy,Narsingi,Non-Exclusive,2426243.0,57330.0,497.7000000000001,TG,Active,800.0,46.0,52.0,75.0,62.0,65.0,87.0,73.0,51.0,51.0,81.0,31.0,54.0,40.0,41.0,60.0,31.0,55.0,17.0,64.0,61.0,91.0,39.0,69.0,55.0,53.71,40.21,43.47,39.88000000000001,35.52,37.15,26.08,15.25,35.410000000000004,45.02,41.34000000000001,64.91,45.0,45.0,40.0,40.0,40.0,45.0,45.0,96.0,96.0,96.0,96.0,96.0,70.0,75.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,80.0,80.0,40.0,50.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,40.0,40.0,45.0,58.7112503051758,166.580093383789,184.658493041992,185.0,60.1849594116211,82.1161575317383,56.2600784301758,90.0,46.203800201416,113.074737548828,72.9296417236328,361.132110595703,310.0,448.0,450.0,422.0,476.0,416.0,400.0,454.0,501.0,405.0,470.0,474.0
SIPT036,Nagarjuna Steel Suppliers,Medchal - Malkajgiri,Nizampet,Non-Exclusive,2460095.0,48835.0,73.5,TG,Active,300.0,35.0,0.0,15.0,15.0,15.0,16.0,0.0,0.0,20.0,16.0,16.0,23.0,16.0,33.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,10.33,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,5.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,68.4990310668945,45.8673782348633,50.0382690429688,39.6343994140625,117.43083190918,116.75244140625,106.573341369629,60.0,105.094596862793,109.666717529297,108.097122192383,220.904113769531,227.0,107.0,75.0,99.0,74.0,76.0,79.0,79.0,77.0,86.0,70.0,70.0
SIPT042,Baheti Steels,Rangareddy,Saroornagar,Non-Exclusive,2426243.0,,6.300000000000001,TG,Active,210.0,30.0,0.0,31.0,13.0,31.0,33.0,9.0,25.0,36.0,0.0,27.0,34.0,33.0,28.0,25.0,10.0,22.0,28.0,35.0,26.0,25.0,26.0,10.0,22.0,13.420000000000002,39.92,15.0,24.860000000000003,12.3,32.81,0.0,17.97,18.259999999999994,44.46,0.0,27.279999999999998,27.0,30.0,30.0,30.0,30.0,30.0,30.0,36.0,36.0,36.0,36.0,78.0,36.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,25.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,25.0,25.0,27.5,49.4389305114746,14.0105695724487,40.0404281616211,24.1993293762207,67.9485778808594,67.5148773193359,53.5698089599609,110.0,76.7291412353516,50.7466506958008,47.0283508300781,310.801391601563,305.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
SIPT044,Mahalaxmi Steels,Medchal - Malkajgiri,Suraram,Exclusive,2460095.0,383654.0,170.1,TG,Active,250.0,31.0,28.0,24.0,11.0,13.0,26.0,26.0,26.0,36.0,34.0,37.0,41.0,46.0,57.0,56.0,60.0,71.0,38.0,13.0,0.0,37.0,19.0,20.0,42.0,26.98,50.55,9.8,20.74,49.92999999999999,51.5,27.67,16.0,27.29,14.45,30.189999999999998,60.28,30.0,30.0,25.0,25.0,25.0,25.0,25.0,33.0,33.0,33.0,33.0,33.0,35.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,50.0,50.0,50.0,40.0,50.0,50.0,50.0,50.0,50.0,30.0,30.0,35.0,55.8807792663574,29.076789855957,14.4199104309082,18.6855297088623,21.7386798858643,45.6435089111328,27.5990390777588,30.0,19.3745994567871,26.6106491088867,28.6738891601563,146.642349243164,184.0,153.0,162.0,153.0,150.0,131.0,111.0,115.0,149.0,145.0,132.0,162.0
SIPT047,Mallikarjuna Steel Traders,Medchal - Malkajgiri,Neredmet,Non-Exclusive,2460095.0,,420.0,TG,Active,500.0,100.0,84.0,81.0,81.0,80.0,90.0,81.0,79.0,94.0,132.0,94.0,122.0,99.0,112.0,139.0,100.0,114.0,111.0,91.0,79.0,93.0,8.0,79.0,72.0,78.34,83.67000000000002,80.89999999999998,81.28000000000002,74.22,76.36,51.67999999999999,40.32,62.26999999999999,42.13999999999999,50.72999999999999,79.83,100.0,100.0,80.0,80.0,80.0,80.0,80.0,119.0,119.0,119.0,119.0,223.0,120.0,144.0,144.0,144.0,144.0,120.0,120.0,120.0,120.0,150.0,140.0,80.0,120.0,120.0,120.0,120.0,110.0,110.0,110.0,110.0,110.0,90.0,90.0,100.0,171.946990966797,245.710357666016,296.212158203125,374.890716552734,31.668909072876,132.377716064453,90.9972686767578,170.0,50.8320388793945,125.53556060791,51.951301574707,431.983947753906,514.0,243.0,271.0,128.0,300.0,255.0,134.0,255.0,171.0,151.0,148.0,400.0
SIPT052,,Peddapalli,Godavarikhani,Non-Exclusive,635391.0,,54.6,,,,24.0,0.0,20.0,30.0,15.0,17.0,15.0,25.0,45.0,20.0,24.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,22.0,25.0,25.0,25.0,25.0,15.0,15.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,39.828929901123,31.2364292144775,16.7029209136963,25.1638698577881,202.482086181641,200.93473815918,238.142303466797,40.0,206.549789428711,220.005325317383,218.823913574219,109.002182006836,82.0,170.0,122.0,138.0,56.0,59.0,53.0,77.0,52.0,50.0,54.0,52.0
SIPT056,Mahalakshmi Iron & Hardware Merchants,Karimnagar,Jammikunta,Exclusive,1162156.0,72666.0,392.7,TG,Active,400.0,73.0,71.0,26.0,42.0,51.0,27.0,51.0,30.0,63.0,64.0,42.0,63.0,20.0,70.0,60.0,57.0,64.0,31.0,63.0,61.0,53.0,40.0,61.0,61.0,0.0,72.42,61.18000000000001,30.96,60.92,60.28,50.17,50.57,26.379999999999995,40.17,40.339999999999996,55.41,70.0,70.0,60.0,60.0,60.0,50.0,50.0,68.0,68.0,68.0,68.0,68.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,70.0,75.0,75.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,55.0,132.435943603516,127.149887084961,87.0113372802734,60.6455001831055,60.877498626709,26.7859401702881,48.3784408569336,40.0,52.1511917114258,99.6008071899414,127.28092956543,330.074340820313,295.0,278.0,320.0,314.0,284.0,306.0,315.0,282.0,325.0,300.0,308.0,374.0
SIPT060,,Jagitial,Korutla,Non-Exclusive,988913.0,108297.0,52.5,,,,25.0,0.0,19.0,25.0,17.0,10.0,0.0,0.0,12.0,12.0,11.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,24.0,25.0,20.0,20.0,15.0,15.0,15.0,29.0,29.0,29.0,29.0,29.0,10.0,15.0,15.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,0.0,0.0,,,,,,,,,,,,,43.9798583984375,0.907440006732941,17.6305999755859,5.61895990371704,30.3376808166504,37.4426383972168,60.548999786377,20.0,30.453239440918,52.4068794250488,33.2522392272949,72.7493209838867,66.0,53.0,58.0,54.0,52.0,51.0,55.0,56.0,53.0,51.0,51.0,50.0
SIPT061,Shiva Sai Iron & Hardware,Peddapalli,Manthani,Non-Exclusive,635391.0,,56.7,TG,Active,2000.0,22.0,20.0,21.0,20.0,26.0,20.0,0.0,18.0,18.0,20.0,12.0,21.0,20.0,25.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.05,0.0,9.31,10.95,20.0,20.0,20.0,20.0,20.0,20.0,20.0,18.0,18.0,18.0,18.0,30.0,20.0,25.0,20.0,20.0,20.0,20.0,10.0,10.0,10.0,10.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.8798217773438,63.586799621582,81.5313034057617,81.9340209960938,8.23147964477539,7.60634994506836,15.9342002868652,30.0,0.758400022983551,29.4370803833008,3.2992799282074,65.9820022583008,64.0,85.0,63.0,59.0,51.0,51.0,60.0,50.0,52.0,50.0,54.0,54.0
SIPT067,Ramakrishna Agencies,Rajanna Sircilla,Sircilla,Non-Exclusive,552037.0,92001.0,98.7,TG,Active,400.0,11.0,16.0,32.0,15.0,17.0,17.0,20.0,0.0,30.0,14.0,12.0,15.0,13.0,32.0,20.0,12.0,13.0,33.0,14.0,62.0,33.0,20.0,27.0,18.0,57.83,20.27,18.92,19.980000000000004,26.86,11.97,15.65,30.59,29.67,12.33,12.91,10.87,20.0,20.0,20.0,25.0,25.0,25.0,20.0,27.0,27.0,27.0,27.0,27.0,20.0,20.0,20.0,20.0,20.0,20.0,15.0,15.0,25.0,25.0,25.0,20.0,25.0,25.0,25.0,20.0,30.0,30.0,20.0,20.0,25.0,25.0,20.0,22.0,31.2861804962158,60.6991195678711,68.3649597167969,78.6939010620117,70.5155410766602,62.5055999755859,116.701316833496,60.0,60.4266014099121,87.6696472167969,78.0522003173828,48.8650016784668,41.0,74.0,80.0,61.0,61.0,78.0,67.0,84.0,89.0,95.0,63.0,94.0
SIPT069,,Rajanna Sircilla,Vemulawada,Non-Exclusive,552037.0,50158.0,52.5,,,,20.0,0.0,14.0,0.0,0.0,20.0,0.0,0.0,0.0,7.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,20.0,25.0,25.0,25.0,25.0,20.0,20.0,19.0,19.0,19.0,0.0,19.0,0.0,5.0,0.0,15.0,15.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,69.2241363525391,46.114200592041,46.4244003295898,45.7441215515137,60.5475616455078,60.6161994934082,94.2775192260742,40.0,63.2725715637207,78.4983596801758,60.0,44.1793212890625,32.0,53.0,73.0,70.0,54.0,62.0,69.0,50.0,50.0,50.0,50.0,50.0
SIPT071,Sri Kanakadurga Steel Syndicate,Khammam,Kalluru,Non-Exclusive,1401639.0,63828.0,69.3,TG,Active,36.75,30.0,0.0,13.0,20.0,27.0,21.0,20.0,0.0,0.0,22.0,38.0,37.0,0.0,16.0,0.0,25.0,0.0,0.0,15.0,0.0,0.0,12.0,0.0,14.0,0.0,12.61,15.87,0.0,0.0,14.519999999999998,14.71,9.739999999999998,0.0,10.3,0.0,14.97,30.0,30.0,20.0,20.0,20.0,20.0,20.0,36.0,36.0,36.0,36.0,36.0,25.0,30.0,25.0,25.0,25.0,25.0,0.0,10.0,30.0,25.0,20.0,0.0,10.0,20.0,15.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,51.7783012390137,24.7484397888184,23.7199993133545,30.8958606719971,49.2592811584473,48.9932403564453,56.1424789428711,20.0,47.9449691772461,48.1416893005371,49.208869934082,98.2609100341797,98.0,63.0,68.0,60.0,63.0,63.0,65.0,64.0,64.0,61.0,64.0,66.0
SIPT072,,Khammam,Khammam,Non-Exclusive,1401639.0,356857.0,21.0,,,,62.0,0.0,36.0,53.0,0.0,41.0,0.0,52.0,100.0,55.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,35.0,35.0,40.0,40.0,40.0,40.0,40.0,52.0,52.0,52.0,52.0,52.0,52.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,78.5838088989258,6.50017976760864,32.7212791442871,33.1341514587402,38.8532791137695,30.5016403198242,41.4956283569336,150.0,77.5129928588867,19.4260501861572,14.2216100692749,46.1333084106445,50.0,22.0,22.0,24.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
SIPT073,Sumedha Steels & Generals,Khammam,Khammam,Non-Exclusive,1401639.0,356857.0,69.3,TG,Active,2000.0,41.0,20.0,35.0,31.0,51.0,35.0,42.0,54.0,50.0,28.0,30.0,61.0,0.0,50.0,42.0,0.0,31.0,61.0,0.0,61.0,30.0,0.0,20.0,0.0,46.49000000000001,29.680000000000003,0.0,12.03,29.759999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,40.0,30.0,30.0,30.0,30.0,40.0,53.0,53.0,53.0,53.0,53.0,53.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,70.0,60.0,30.0,25.0,20.0,30.0,30.0,15.0,15.0,15.0,10.0,10.0,15.0,0.0,0.0,0.0,91.5415191650391,59.1628608703613,86.6593170166016,65.4434509277344,50.9195289611816,44.4965515136719,79.586067199707,140.0,5.57711982727051,25.1000804901123,14.041729927063,353.825958251953,56.0,71.0,86.0,80.0,74.0,63.0,62.0,67.0,61.0,74.0,64.0,66.0
SIPT077,Kinnera Agencies,Bhadradri Kothagudem,Palvancha,Non-Exclusive,1069261.0,113872.0,75.60000000000001,TG,Active,380.0,30.0,0.0,26.0,20.0,32.0,30.0,30.0,0.0,41.0,31.0,30.0,30.0,0.0,32.0,0.0,0.0,20.0,20.0,19.0,0.0,20.0,13.0,25.0,20.0,29.82,11.16,0.0,9.96,0.0,19.87,24.99,0.0,0.0,12.5,19.12,29.900000000000002,30.0,30.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,61.0,30.0,35.0,20.0,20.0,20.0,20.0,20.0,20.0,40.0,25.0,25.0,15.0,15.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,22.0,54.1038589477539,1.042799949646,25.7305908203125,15.5024900436401,86.6736831665039,74.7475204467773,81.9341201782227,50.0,92.5075302124023,53.7951889038086,74.8907470703125,122.297348022461,162.0,98.0,83.0,72.0,76.0,96.0,98.0,76.0,74.0,73.0,75.0,72.0
SIPT080,Sri Sri Sri Venkata Sai Rama Iron Syndicate,Khammam,Wyra,Non-Exclusive,1401639.0,54320.0,14.7,TG,Active,65.0,36.0,12.0,30.0,22.0,20.0,22.0,31.0,12.0,21.0,31.0,22.0,24.0,25.0,12.0,25.0,30.0,25.0,21.0,10.0,23.0,44.0,8.0,0.0,10.0,50.150000000000006,14.67,20.18,0.0,23.07,22.8,0.0,20.1,9.1,0.0,0.0,8.900000000000002,26.0,25.0,20.0,20.0,20.0,20.0,20.0,36.0,36.0,36.0,36.0,36.0,25.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,40.0,20.0,20.0,20.0,20.0,20.0,10.0,22.0,22.0,20.0,20.0,25.0,20.0,20.0,22.0,37.2010612487793,13.1098203659058,18.5466594696045,14.0172300338745,27.2220497131348,18.7627601623535,42.6732597351074,20.0,2.83380007743835,9.49254989624023,33.6768493652344,85.1304779052734,80.0,57.0,52.0,52.0,16.0,22.0,13.0,16.0,12.0,15.0,16.0,14.0
SIPT083,Jayalaxmi Cement Hardware & Electricals,Wanaparthy,Atmakur,Exclusive,577758.0,38467.0,50.400000000000006,TG,Active,157.5,21.0,21.0,33.0,35.0,13.0,30.0,30.0,37.0,24.0,20.0,21.0,41.0,23.0,44.0,40.0,10.0,13.0,21.0,22.0,30.0,30.0,14.0,10.0,35.0,43.72,46.290000000000006,25.05,24.39,30.950000000000003,31.72,34.52,36.45,35.86,9.91,15.120000000000001,29.810000000000002,40.0,35.0,30.0,30.0,30.0,30.0,30.0,44.0,44.0,44.0,44.0,44.0,40.0,45.0,40.0,40.0,40.0,40.0,40.0,30.0,10.0,30.0,30.0,25.0,25.0,25.0,25.0,25.0,30.0,30.0,35.0,35.0,35.0,30.0,25.0,25.0,54.5060691833496,3.66953992843628,40.3376312255859,91.976676940918,28.2320003509521,14.4644498825073,31.4650402069092,40.0,3.70390009880066,33.0059814453125,6.5402398109436,36.6154594421387,53.0,24.0,48.0,5.0,19.0,15.0,13.0,23.0,21.0,9.0,6.0,48.0
SIPT084,,Mahabubnagar,Bhuthpur ,Non-Exclusive,905660.0,48041.0,0.0,,,,76.0,91.0,76.0,81.0,81.0,91.0,80.0,81.0,74.0,94.0,67.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,75.0,75.0,75.0,80.0,80.0,80.0,80.0,115.0,115.0,115.0,115.0,115.0,100.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,115.022941589355,36.2751388549805,107.218208312988,161.931411743164,38.9707984924316,10.4017696380615,139.147216796875,140.0,19.8211193084717,120.081237792969,25.957799911499,81.2774429321289,171.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT085,,Jogulamba Gadwal,Gadwal,Non-Exclusive,574969.0,114390.0,0.0,,,,29.0,25.0,0.0,25.0,25.0,25.0,26.0,29.0,9.0,25.0,22.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,30.0,25.0,25.0,25.0,25.0,25.0,25.0,32.0,32.0,32.0,32.0,32.0,25.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,48.5862693786621,6.27895021438599,12.0080900192261,33.2673606872559,21.0681095123291,3.4452600479126,34.4514503479004,40.0,11.0316896438599,68.6612396240234,20.5756206512451,29.3554401397705,29.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT086,,Jogulamba Gadwal,Ieeja,Non-Exclusive,574969.0,85303.0,0.0,,,,11.0,0.0,21.0,25.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,30.0,20.0,20.0,20.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,38.1882019042969,18.2936401367188,11.3501796722412,22.8087692260742,1.1826000213623,1.26467001438141,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT087,New Laxmi Agencies,Mahabubnagar,Jadcherla,Non-Exclusive,905660.0,104141.0,69.3,TG,Inactive,315.0,59.0,55.0,47.0,24.0,51.0,30.0,49.0,60.0,54.0,35.0,36.0,35.0,0.0,25.0,0.0,39.0,39.0,24.0,0.0,30.0,0.0,12.0,25.0,16.0,28.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,45.0,45.0,40.0,50.0,50.0,50.0,50.0,59.0,59.0,59.0,59.0,59.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,30.0,30.0,30.0,25.0,20.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.7566604614258,47.9191017150879,86.9352493286133,73.0,62.9402389526367,11.625470161438,11.5642595291138,20.0,21.8884906768799,103.111480712891,32.8422584533691,97.4097213745117,98.0,37.0,43.0,50.0,76.0,59.0,78.0,42.0,47.0,53.0,53.0,66.0
SIPT089,Balaji Traders (K),Nagarkurnool,Kollapur,Non-Exclusive,861766.0,55466.0,1.05,TG,Active,40.0,36.0,15.0,15.0,32.0,6.0,15.0,15.0,16.0,31.0,10.0,0.0,15.0,15.0,0.0,10.0,20.0,0.0,15.0,0.0,12.0,0.0,15.0,0.0,10.0,0.0,20.2,10.65,0.0,0.0,13.13,0.0,0.0,10.63,0.0,14.64,0.0,35.0,30.0,25.0,25.0,25.0,15.0,15.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,15.0,15.0,15.0,15.0,15.0,15.0,30.0,10.0,20.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,15.0,15.0,16.5,58.8339614868164,19.401439666748,22.4950103759766,53.982479095459,8.94108009338379,22.0389194488525,24.030689239502,30.0,21.244499206543,13.9761695861816,10.1315803527832,9.15678024291992,8.0,7.0,3.0,4.0,11.0,31.0,7.0,3.0,7.0,7.0,5.0,1.0
SIPT090,Pragathi Traders,Wanaparthy,Kothakota,Non-Exclusive,577758.0,59331.0,50.400000000000006,TG,Active,84.0,33.0,37.0,36.0,23.0,22.0,5.0,11.0,8.0,6.0,11.0,10.0,22.0,20.0,12.0,12.0,6.0,11.0,11.0,11.0,23.0,31.0,9.0,22.0,18.0,6.24,0.0,19.1,0.0,10.94,10.68,10.07,12.44,11.23,9.740000000000002,10.09,19.35,35.0,35.0,30.0,30.0,30.0,30.0,30.0,35.0,35.0,35.0,35.0,35.0,30.0,35.0,30.0,30.0,30.0,30.0,30.0,20.0,25.0,30.0,25.0,15.0,15.0,15.0,15.0,15.0,20.0,20.0,10.0,10.0,10.0,10.0,10.0,12.0,92.9647064208984,61.0410194396973,70.8990097045898,50.0116004943848,42.6190986633301,13.6904096603394,25.4204692840576,30.0,5.27437019348145,14.3566598892212,7.67245006561279,49.7951507568359,46.0,50.0,47.0,41.0,62.0,49.0,50.0,55.0,66.0,51.0,71.0,48.0
SIPT091,,Mahabubnagar,Mahaboobnagar ,Non-Exclusive,905660.0,,0.0,,,,120.0,94.0,108.0,101.0,101.0,103.0,93.0,61.0,95.0,85.0,105.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,155.0,140.0,120.0,100.0,100.0,80.0,90.0,138.0,138.0,138.0,138.0,138.0,120.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,204.128479003906,18.1837291717529,193.393173217773,180.288848876953,148.119735717773,90.9314880371094,103.757339477539,120.0,115.399681091309,168.376739501953,96.8478393554688,578.118957519531,593.0,581.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT092,Quadeeriya Traders,Mahabubnagar,Marikal,Non-Exclusive,905660.0,,13.65,TG,Active,80.0,49.0,40.0,37.0,35.0,39.0,36.0,35.0,31.0,12.0,35.0,30.0,46.0,41.0,55.0,50.0,40.0,0.0,25.0,50.0,30.0,47.0,0.0,0.0,23.0,47.85,34.97,39.38,0.0,34.75,15.200000000000005,17.46,16.990000000000002,34.34,24.31,24.709999999999997,47.25,40.0,40.0,35.0,35.0,35.0,35.0,35.0,57.0,57.0,57.0,57.0,123.0,50.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,40.0,45.0,35.0,25.0,30.0,40.0,30.0,40.0,40.0,35.0,35.0,35.0,25.0,25.0,25.0,80.8560333251953,13.3638000488281,14.5923500061035,84.5053787231445,85.2311096191406,63.2113304138184,78.6790008544922,40.0,10.2921695709229,32.9247283935547,20.0045890808105,31.881160736084,87.0,8.0,15.0,56.0,87.0,8.0,10.0,18.0,26.0,14.0,6.0,13.0
SIPT095,Bhagvathi Sanitary & Hardware,Wanaparthy,Pebbair,Exclusive,577758.0,48749.0,19.95,TG,Active,75.0,42.0,40.0,30.0,33.0,30.0,30.0,30.0,50.0,30.0,45.0,56.0,25.0,25.0,35.0,35.0,0.0,0.0,32.0,22.0,25.0,15.0,0.0,21.0,0.0,16.89,25.76,20.44,16.75,21.56,13.47,20.14,19.41,14.26,0.0,19.75,16.75,40.0,40.0,40.0,40.0,40.0,30.0,30.0,49.0,49.0,49.0,49.0,49.0,30.0,35.0,35.0,35.0,35.0,35.0,35.0,30.0,35.0,30.0,30.0,20.0,15.0,15.0,20.0,20.0,25.0,25.0,20.0,20.0,20.0,20.0,15.0,16.5,66.715950012207,22.8726291656494,33.1805191040039,92.7431411743164,25.3846702575684,30.6217803955078,45.8169898986816,10.0,12.009690284729,103.743133544922,23.9181003570557,31.5016498565674,32.0,19.0,73.0,24.0,37.0,47.0,24.0,38.0,36.0,16.0,23.0,19.0
SIPT098,Sohail Iron & Hardware,Mahabubnagar,Shanthinagar,Non-Exclusive,905660.0,,95.55,TG,Active,210.0,34.0,15.0,23.0,30.0,25.0,30.0,25.0,42.0,13.0,14.0,15.0,23.0,27.0,18.0,26.0,24.0,0.0,10.0,15.0,0.0,25.0,18.0,12.0,27.0,11.56,0.0,24.89,26.85,0.0,9.76,0.0,10.2,10.46,19.9,13.989999999999998,15.810000000000002,25.0,25.0,25.0,25.0,25.0,25.0,25.0,39.0,39.0,39.0,39.0,39.0,30.0,35.0,30.0,30.0,30.0,30.0,30.0,25.0,40.0,30.0,30.0,20.0,20.0,20.0,20.0,25.0,25.0,25.0,20.0,20.0,20.0,20.0,20.0,15.0,43.3116416931152,8.59121036529541,49.1640281677246,62.0167503356934,16.3150196075439,11.7207803726196,11.5506801605225,50.0,1.68907999992371,67.1360702514648,1.72458004951477,75.972282409668,77.0,41.0,54.0,43.0,52.0,42.0,50.0,72.0,54.0,54.0,52.0,91.0
