Dealer_Code,Dealer_Name,dealer_district,dealer_taluka,dealer_type,population,taluka_population,CS,Region,dealer_status,market_potential,Apr_2223_sales,May_2223_sales,Jun_2223_sales,Jul_2223_sales,Aug_2223_sales,Sep_2223_sales,Oct_2223_sales,Nov_2223_sales,Dec_2223_sales,Jan_2223_sales,Feb_2223_sales,Mar_2223_sales,Apr_2324_sales,May_2324_sales,Jun_2324_sales,Jul_2324_sales,Aug_2324_sales,Sep_2324_sales,Oct_2324_sales,Nov_2324_sales,Dec_2324_sales,Jan_2324_sales,Feb_2324_sales,Mar_2324_sales,Apr_2425_sales,May_2425_sales,Jun_2425_sales,Jul_2425_sales,Aug_2425_sales,Sep_2425_sales,Oct_2425_sales,Nov_2425_sales,Dec_2425_sales,Jan_2425_sales,Feb_2425_sales,Mar_2425_sales,Apr_2223_Target,May_2223_Target,Jun_2223_Target,Jul_2223_Target,Aug_2223_Target,Sep_2223_Target,Oct_2223_Target,Nov_2223_Target,Dec_2223_Target,Jan_2223_Target,Feb_2223_Target,Mar_2223_Target,Apr_2324_Target,May_2324_Target,Jun_2324_Target,Jul_2324_Target,Aug_2324_Target,Sep_2324_Target,Oct_2324_Target,Nov_2324_Target,Dec_2324_Target,Jan_2324_Target,Feb_2324_Target,Mar_2324_Target,Apr_2425_Target,May_2425_Target,Jun_2425_Target,Jul_2425_Target,Aug_2425_Target,Sep_2425_Target,Oct_2425_Target,Nov_2425_Target,Dec_2425_Target,Jan_2425_Target,Feb_2425_Target,Mar_2425_Target,Apr_2223_counter,May_2223_counter,Jun_2223_counter,Jul_2223_counter,Aug_2223_counter,Sep_2223_counter,Oct_2223_counter,Nov_2223_counter,Dec_2223_counter,Jan_2223_counter,Feb_2223_counter,Mar_2223_counter,Apr_2324_counter,May_2324_counter,Jun_2324_counter,Jul_2324_counter,Aug_2324_counter,Sep_2324_counter,Oct_2324_counter,Nov_2324_counter,Dec_2324_counter,Jan_2324_counter,Feb_2324_counter,Mar_2324_counter
SIPA603,Sri Kanaka Mahalakshmi Enterprises,Vizianagaram,S Kota,,,,,AP,Active,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.28,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA604,Sri Balaji Traders,Ananthapur,Hindupur,,,,,AP,Active,682.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,0.0,20.11,19.840000000000003,24.61000000000001,24.82,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA605,Sri Sapthagiri Enterprises,Ananthapur,Hindupur,,,,,AP,Active,682.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.77,15.02,9.919999999999998,9.86,14.34,14.98,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,20.0,10.0,25.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA606,Sri Vijayawada Steels & Cements,E.G.Dt,Tuni,,,,,AP,Active,630.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.01,0.0,0.0,0.0,0.0,5.930000000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA607,SSV Steel Corporation,Guntur,Nallacheruvu,,,,,AP,Active,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.32,0.0,11.9,12.9,12.739999999999991,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,12.0,12.0,15.92499999999999,,,,,,,,,,,,,,,,,,,,,,,,
SIPA608,Sri Vijayalakshmi Steels,Vizianagaram,Parvathipuram,,,,,AP,Active,525.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.27,0.0,15.02,14.92,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,18.65,,,,,,,,,,,,,,,,,,,,,,,,
SIPA609,Sri Leelaram Steel Traders,Guntur,Guntur,,,,,AP,Active,1260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.34,13.509999999999998,14.55,12.27,11.94,12.13,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,12.0,12.0,14.924999999999999,,,,,,,,,,,,,,,,,,,,,,,,
SIPA610,Uma Dhana Lakshmi Building Materials,Visakhapatnam,Madhurawada -Vskp,,,,,AP,Active,420.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.109999999999999,7.33,5.59,5.01,7.65,4.49,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,9.5625,,,,,,,,,,,,,,,,,,,,,,,,
SIPA611,Sri Vijaya Ganapathi Traders,Nellore,Nadidupet,,,,,AP,Active,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.360000000000003,0.0,9.8,9.54,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA612,Sri Srinivasa Steel And Cement,Ananthapur,Kokkanti,,,,,AP,Active,84.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.61,0.0,0.0,9.47,0.0,9.83,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA613,Sri Nagarangam Traders,Kurnool,Kurnool,,,,,AP,Active,2625.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.51,0.0,0.0,5.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA614,Jai Sriram Nareshkumar Industries Llp,Chittoor,Madanapalli,,,,,AP,Active,682.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.17,11.7,19.34,0.0,28.72,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,20.0,20.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA615,New Sri Hanuman Iron Mart,Kurnool,Adhoni,,,,,AP,Active,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79,20.780000000000005,36.00000000000001,30.38,65.34,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,15.0,20.0,30.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA616,Achyutha Ramayya Cement And General Stores,E.G.Dt,Lankalagannavaram,,,,,AP,Active,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.96,22.85,19.2,40.67,39.620000000000005,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,12.0,12.0,50.837500000000006,,,,,,,,,,,,,,,,,,,,,,,,
SIPA617,Sri Vasavi Infra,E.G.Dt,Ravulapalem,,,,,AP,Active,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.7,0.0,4.19,0.0,4.66,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA618,Himalaya Enterprises,Kurnool,Bethamcherla,,,,,AP,Active,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44,0.0,0.0,11.84,10.540000000000001,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA619,Sri Simhadri Steels,E.G.Dt,Rajahmundry,,,,,AP,Active,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.61,21.56,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,25.0,25.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA620,Mahadev Steel Traders,Ananthapur,Amarapuram,,,,,AP,Active,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.51,0.0,0.0,16.400000000000002,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA621,Kakinada Steel Corporation,E.G.Dt,Nadakuduru,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.02,0.0,0.0,5.96,7.46,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,12.0,7.45,,,,,,,,,,,,,,,,,,,,,,,,
SIPA623,Kumpatla Venkata Rao Steels,W.G.Dt,Pengonda,,,,,AP,Active,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.41,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA624,Shri Ramdev Steel Traders,Ananthapur,Kalyanadurgam,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.86,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA625,KSN TRADERS ,Visakhapatnam,Chodavaram,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA627,Sri Ganapathi Steel Corporation,E.G.Dt,Venkatayapalem,,,,,AP,Active,262.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.39,9.82,14.09,25.03,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,10.0,10.0,17.6125,,,,,,,,,,,,,,,,,,,,,,,,
SIPA629,Harun Agencies,Chittoor,Sodum,,,,,AP,Active,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,0.0,9.78,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA630,Godavari Steels,E.G.Dt,Nidadavole,,,,,AP,Active,157.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.31,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,12.0,12.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA631,Sri Lakshmi Nandhini Electrical & Traders,Cuddapah,Rajupalem,,,,,AP,Active,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.98,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA632,Naidu Enterprises,Vizianagaram,Pachipenta,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.780000000000001,9.82,0.0,8.91,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA633,Rajahmundry Steels,E.G.Dt,Rajahmundry,,,,,AP,Active,1575.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.08999999999999,0.0,20.030000000000015,24.309999999999974,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,50.0,25.03750000000002,,,,,,,,,,,,,,,,,,,,,,,,
SIPA634,Vamana Enterprises,Prakasam,Giddalur,,,,,AP,Active,115.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.409999999999998,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA635,Sri Gowri Sankar Trading Company,Krishna,Kankipadu,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.119999999999999,0.0,1.87,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA636,Srinivasa Agencies,,Karempudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.18,11.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA637,Poorna Traders,Guntur,Kanagala,,,,,AP,Active,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.15,0.0,7.659999999999999,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
SIPA638,Naga Siddhartha Traders,,Koilkuntla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.66,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA639,Sri Shiva Sakthi Enterprises,,Parvathipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.24,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA640,Hujoor Enterprises,,Odc-Atp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.82,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA641,Gani Iron And Steel City,,Dwarapudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA642,Vijayalakshmi Iron & Cements,,Chirala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.260000000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA643,Sai Vinayaka Enterprises,,Rajanagaram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA644,Sri Mahalakshmi Steel,,Malikipuram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.690000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA645,Sri Lakshmi Iron Traders,,Chirala,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA646,Sri Sai Lakshmi Agencies,,Ambajipeta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPA647,Guru Mahesh Iron & Cement Traders,,Proddatur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SIPT001,Meghraj Omprakash,Adilabad,Adilabad,Non-Exclusive,708972.0,157910.0,450.4500000000001,TG,Active,1000.0,32.0,37.0,13.0,25.0,16.0,32.0,32.0,37.0,41.0,74.0,39.0,44.0,46.0,47.0,46.0,48.0,72.0,21.0,22.0,32.0,0.0,26.0,25.0,29.0,52.24,42.17,50.53999999999999,40.28,35.01,30.300000000000004,51.11,29.96,0.0,29.74,29.94,58.92,60.0,35.0,30.0,30.0,30.0,30.0,30.0,39.0,39.0,39.0,39.0,39.0,40.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,50.0,50.0,50.0,30.0,35.0,40.0,50.0,40.0,45.0,45.0,50.0,50.0,50.0,30.0,30.0,35.0,36.0764083862305,45.6191787719727,17.8765392303467,26.0517997741699,33.9894218444824,43.8953018188477,29.5969696044922,60.0,69.4944534301758,133.489791870117,41.5262908935547,450.793701171875,402.0,442.0,440.0,464.0,463.0,413.0,416.0,436.0,426.0,454.0,427.0,429.0
SIPT007,,Mancherial,Luxettipet,Non-Exclusive,807037.0,50674.0,10.5,,,,13.0,0.0,19.0,20.0,0.0,0.0,7.0,7.0,13.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,12.0,12.0,12.0,12.0,12.0,0.0,0.0,5.0,5.0,5.0,5.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,22.6775493621826,252.147155761719,252.451965332031,251.889343261719,252.46989440918,253.109680175781,250.568801879883,20.0,251.36247253418,268.013214111328,252.073486328125,23.318000793457,21.0,11.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
SIPT008,Raj Trading Co.,Mancherial,Mancherial,Exclusive,807037.0,86911.0,347.55,TG,Active,800.0,101.0,90.0,135.0,72.0,78.0,101.0,64.0,81.0,71.0,82.0,101.0,91.0,112.0,83.0,100.0,67.0,86.0,40.0,101.0,57.0,93.0,47.0,44.0,97.0,111.87999999999998,67.48,72.8,74.00000000000001,87.07,84.66,67.8,31.36,63.78,45.19,60.169999999999995,66.51,100.0,100.0,90.0,110.0,110.0,100.0,100.0,128.0,128.0,128.0,128.0,128.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,125.0,125.0,125.0,80.0,80.0,100.0,100.0,100.0,100.0,100.0,110.0,110.0,80.0,60.0,60.0,65.0,194.524353027344,65.6338119506836,161.471130371094,155.0,14.5717697143555,66.202880859375,71.0212936401367,140.0,54.2904205322266,103.302017211914,61.3558082580566,410.830383300781,336.0,413.0,404.0,388.0,381.0,348.0,401.0,356.0,501.0,374.0,335.0,331.0
SIPT010,Sri Laxmi Narasimhaswamy Iron And Steel,Nirmal,Nirmal,Non-Exclusive,709418.0,32034.0,102.9,TG,Active,800.0,30.0,71.0,75.0,49.0,25.0,45.0,54.0,45.0,50.0,75.0,60.0,47.0,0.0,73.0,26.0,25.0,50.0,17.0,46.0,25.0,50.0,0.0,25.0,39.0,50.53,67.67,42.46,48.2,42.14,20.48,49.71,51.17,34.78,30.02,74.61,65.43,55.0,40.0,40.0,50.0,50.0,40.0,40.0,73.0,73.0,73.0,73.0,73.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,50.0,80.0,55.0,50.0,30.0,35.0,40.0,50.0,40.0,40.0,40.0,50.0,50.0,50.0,30.0,30.0,35.0,72.2406234741211,70.9818801879883,151.505554199219,127.072280883789,40.8708801269531,43.7858505249023,26.1236000061035,60.0,34.9461288452148,81.2093811035156,22.739839553833,122.84880065918,106.0,82.0,180.0,75.0,75.0,75.0,75.0,75.0,309.0,75.0,76.0,98.0
SIPT014,Jairaj Steel Distributors,Hyderabad,Balkampet,Non-Exclusive,3943323.0,,0.0,TG,Active,3000.0,113.0,91.0,105.0,57.0,106.0,91.0,33.0,90.0,107.0,63.0,67.0,97.0,74.0,132.0,138.0,142.0,196.0,109.0,158.0,80.0,139.0,98.0,109.0,99.0,104.73,124.5,84.15,84.36999999999998,86.70000000000002,81.38,42.66000000000001,71.21000000000001,100.0,51.53999999999999,44.039999999999964,106.53999999999996,100.0,100.0,90.0,90.0,90.0,90.0,90.0,119.0,119.0,119.0,119.0,119.0,120.0,150.0,150.0,150.0,150.0,130.0,130.0,130.0,130.0,200.0,150.0,120.0,120.0,120.0,130.0,130.0,150.0,150.0,150.0,150.0,100.0,100.0,100.0,110.0,158.128646850586,116.235481262207,80.6091995239258,155.121124267578,130.921981811523,103.79322052002,73.1646194458008,270.0,130.239196777344,130.59504699707,132.292556762695,600.740173339844,593.0,119.0,151.0,151.0,171.0,130.0,71.0,0.0,0.0,1.0,0.0,0.0
SIPT017,Dwaraka Steels,Medchal - Malkajgiri,Boduppal,Non-Exclusive,2460095.0,,113.4,TG,Active,600.0,25.0,25.0,21.0,42.0,53.0,50.0,52.0,61.0,12.0,27.0,22.0,58.0,50.0,30.0,61.0,0.0,39.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.09,29.39,11.950000000000001,15.979999999999999,60.0,60.0,50.0,40.0,40.0,45.0,50.0,56.0,56.0,56.0,56.0,56.0,56.0,65.0,65.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,10.0,11.0,57.2692718505859,29.6145191192627,65.7949600219727,50.8241004943848,78.4473419189453,43.650520324707,67.4752426147461,60.0,65.0941314697266,57.6710510253906,79.5067977905273,257.338623046875,309.0,117.0,135.0,105.0,100.0,100.0,100.0,102.0,100.0,100.0,100.0,108.0
SIPT020,Srinivasa Steel Traders (C),Rangareddy,Champapet,Non-Exclusive,2426243.0,369034.0,346.5,TG,Active,600.0,50.0,26.0,47.0,38.0,40.0,41.0,10.0,41.0,25.0,47.0,16.0,50.0,10.0,25.0,22.0,10.0,25.0,37.0,20.0,20.0,25.0,25.0,26.0,9.0,25.61,25.26,25.28,20.15000000000001,30.15000000000001,29.92,20.14,0.0,19.98,19.56,19.58,19.96,40.0,45.0,35.0,35.0,35.0,40.0,45.0,53.0,53.0,53.0,53.0,53.0,50.0,60.0,50.0,50.0,40.0,40.0,40.0,40.0,40.0,40.0,40.0,20.0,20.0,20.0,20.0,20.0,30.0,30.0,30.0,30.0,30.0,20.0,20.0,22.0,100.944206237793,67.9484176635742,70.4073791503906,58.6712913513184,60.7468681335449,30.57373046875,16.5170497894287,120.0,2.63212990760803,43.8237495422363,30.2747898101807,401.3798828125,412.0,351.0,351.0,310.0,363.0,320.0,300.0,319.0,351.0,326.0,352.0,330.0
SIPT024,,Rangareddy,Gowlidoddi,Non-Exclusive,2426243.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT025,,Hyderabad,Gudimalkapur,Non-Exclusive,3943323.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,0.0,0.0,5.0,5.0,5.0,5.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIPT026,Sri Rama Steel Agencies,Rangareddy,Hayath Nagar,Non-Exclusive,2426243.0,121590.0,108.15,TG,Active,210.0,21.0,0.0,19.0,20.0,13.0,35.0,35.0,12.0,49.0,22.0,49.0,48.0,20.0,26.0,40.0,19.0,56.0,12.0,20.0,20.0,20.0,0.0,15.0,35.0,26.33,25.24,27.16,28.96999999999999,37.93,29.97,40.67,38.88999999999999,49.68,49.39,44.06,41.370000000000005,55.0,55.0,55.0,40.0,35.0,35.0,35.0,48.0,48.0,48.0,48.0,48.0,45.0,55.0,55.0,55.0,55.0,50.0,50.0,50.0,50.0,50.0,50.0,25.0,25.0,25.0,40.0,40.0,30.0,30.0,30.0,30.0,35.0,40.0,40.0,55.0,62.1025314331055,5.5077600479126,66.1513137817383,60.1276206970215,20.4884605407715,36.0339508056641,36.3678398132324,140.0,5.95618009567261,6.76417016983032,51.9179916381836,395.344879150391,418.0,105.0,104.0,100.0,136.0,123.0,100.0,150.0,134.0,105.0,102.0,103.0
SIPT031,Srinivasa Steel Traders (H),Medchal - Malkajgiri,Kukatpally,Non-Exclusive,2460095.0,254086.0,109.2,TG,Active,2500.0,36.0,47.0,36.0,61.0,11.0,50.0,18.0,14.0,13.0,110.0,22.0,65.0,43.0,53.0,66.0,52.0,50.0,0.0,29.0,39.0,58.0,21.0,36.0,26.0,40.25,59.73,58.16,31.770000000000003,58.82000000000001,50.85,36.85,49.64,54.34,58.97,74.97,79.15999999999998,70.0,70.0,60.0,50.0,60.0,60.0,60.0,91.0,91.0,91.0,91.0,91.0,70.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,70.0,70.0,45.0,50.0,50.0,60.0,60.0,50.0,50.0,50.0,50.0,50.0,60.0,60.0,70.0,84.0761337280273,10.397910118103,54.1748199462891,135.060638427734,15.7024002075195,50.395450592041,40.8407516479492,130.0,22.9792804718018,100.999076843262,27.4003200531006,378.714294433594,89.0,110.0,104.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,104.0
